mmsi,timestamp,latitude,longitude,speed,heading,vessel_name,vessel_type
222222222,2026-09-19T07:25:00+00:00,12.53537,80.63275,12.42,196.0,VESSEL CLOSE WRONGTIME,Cargo
900000012,2026-09-19T12:30:00+00:00,13.80972,79.98336,12.14,316.1,VESSEL BG 12,Tanker
900000008,2026-09-19T12:10:00+00:00,13.41718,80.64876,13.73,145.5,VESSEL BG 8,Container
900000010,2026-09-19T14:10:00+00:00,12.9592,79.88788,15.37,114.5,VESSEL BG 10,Cargo
900000012,2026-09-19T14:15:00+00:00,13.95704,79.66049,12.82,292.1,VESSEL BG 12,Tanker
111111111,2026-09-19T15:20:00+00:00,12.62027,80.45124,10.56,26.0,VESSEL STRONG,Tanker
900000010,2026-09-19T14:20:00+00:00,12.94089,79.92632,14.36,118.1,VESSEL BG 10,Cargo
900000014,2026-09-19T09:40:00+00:00,13.39825,80.97335,9.38,288.8,VESSEL BG 14,Container
444444444,2026-09-19T14:50:00+00:00,12.09808,81.14426,4.51,179.6,VESSEL ERRATIC,Fishing
900000009,2026-09-19T09:25:00+00:00,12.07302,79.7328,8.92,39.4,VESSEL BG 9,Fishing
900000013,2026-09-19T10:40:00+00:00,12.74997,80.30501,9.98,16.4,VESSEL BG 13,Cargo
900000008,2026-09-19T12:45:00+00:00,13.32994,80.74075,12.25,125.5,VESSEL BG 8,Container
900000007,2026-09-19T15:15:00+00:00,12.79219,81.33343,10.96,333.0,VESSEL BG 7,Cargo
444444444,2026-09-19T14:40:00+00:00,12.1097,81.13533,6.61,113.6,VESSEL ERRATIC,Fishing
900000008,2026-09-19T12:55:00+00:00,13.30807,80.77031,13.31,127.3,VESSEL BG 8,Container
222222222,2026-09-19T09:05:00+00:00,12.20477,80.599,12.21,184.0,VESSEL CLOSE WRONGTIME,Cargo
222222222,2026-09-19T07:55:00+00:00,12.43745,80.61476,10.93,186.6,VESSEL CLOSE WRONGTIME,Cargo
111111111,2026-09-19T17:40:00+00:00,12.95039,80.65881,9.5,29.2,VESSEL STRONG,Tanker
900000011,2026-09-19T16:05:00+00:00,12.38209,81.4376,7.17,215.8,VESSEL BG 11,Fishing
900000008,2026-09-19T11:40:00+00:00,13.51003,80.59164,12.71,146.5,VESSEL BG 8,Container
900000014,2026-09-19T09:30:00+00:00,13.39225,80.99831,8.79,282.3,VESSEL BG 14,Container
111111111,2026-09-19T17:15:00+00:00,12.89572,80.61479,9.82,40.6,VESSEL STRONG,
900000012,2026-09-19T12:40:00+00:00,13.8327,79.9585,11.99,301.6,VESSEL BG 12,Tanker
900000009,2026-09-19T09:45:00+00:00,12.11101,79.76609,8.79,46.2,VESSEL BG 9,Fishing
900000010,2026-09-19T14:40:00+00:00,12.89285,79.99601,14.97,129.1,VESSEL BG 10,Cargo
900000006,2026-09-19T14:05:00+00:00,13.45966,80.18748,7.91,268.0,VESSEL BG 6,Tanker
900000014,2026-09-19T09:45:00+00:00,13.40229,80.96117,9.72,290.7,VESSEL BG 14,Container
900000005,2026-09-19T17:40:00+00:00,12.36598,79.82185,13.66,294.2,VESSEL BG 5,Cargo
222222222,2026-09-19T09:10:00+00:00,12.18812,80.5978,11.39,191.7,VESSEL CLOSE WRONGTIME,Cargo
900000005,2026-09-19T17:25:00+00:00,12.33857,79.87456,13.8,294.9,VESSEL BG 5,Cargo
444444444,2026-09-19T17:10:00+00:00,11.99436,81.29696,11.24,83.5,VESSEL ERRATIC,Fishing
111111111,2026-09-19T15:40:00+00:00,12.67056,80.47546,9.82,21.9,VESSEL STRONG,Tanker
222222222,2026-09-19T09:20:00+00:00,12.15516,80.5929,12.73,184.0,VESSEL CLOSE WRONGTIME,Cargo
111111111,2026-09-19T16:10:00+00:00,12.74582,80.51219,10.12,28.4,VESSEL STRONG,Tanker
900000006,2026-09-19T13:35:00+00:00,13.46412,80.25589,8.97,263.1,VESSEL BG 6,Tanker
222222222,2026-09-19T07:20:00+00:00,12.55149,80.63715,12.09,194.9,VESSEL CLOSE WRONGTIME,Cargo
900000013,2026-09-19T10:05:00+00:00,12.66965,80.25287,10.6,49.4,VESSEL BG 13,Cargo
900000014,2026-09-19T09:35:00+00:00,13.39491,80.98574,9.17,285.5,VESSEL BG 14,Container
900000008,2026-09-19T13:00:00+00:00,13.29711,80.78508,12.8,118.7,VESSEL BG 8,Container
900000011,2026-09-19T17:05:00+00:00,12.29712,81.35661,6.84,233.9,VESSEL BG 11,Fishing
900000013,2026-09-19T10:55:00+00:00,12.7905,80.31491,10.31,13.7,VESSEL BG 13,Cargo
900000009,2026-09-19T10:15:00+00:00,12.1728,79.80708,9.28,13.8,VESSEL BG 9,Fishing
900000008,2026-09-19T12:15:00+00:00,13.40228,80.65929,13.13,143.3,VESSEL BG 8,Container
900000008,2026-09-19T12:40:00+00:00,13.33968,80.7251,12.44,122.6,VESSEL BG 8,Container
900000012,2026-09-19T12:55:00+00:00,13.85867,79.91443,12.14,295.8,VESSEL BG 12,Tanker
900000014,2026-09-19T10:10:00+00:00,13.41875,80.89924,7.91,272.5,VESSEL BG 14,Container
900000010,2026-09-19T13:55:00+00:00,12.97256,79.82546,16.02,95.0,VESSEL BG 10,Cargo
900000015,2026-09-19T13:00:00+00:00,11.80927,80.836,11.31,151.4,VESSEL BG 15,Cargo
900000015,2026-09-19T12:10:00+00:00,11.91898,80.72834,10.89,131.3,VESSEL BG 15,Cargo
900000012,2026-09-19T13:35:00+00:00,13.91879,79.79191,11.46,290.1,VESSEL BG 12,Tanker
900000011,2026-09-19T16:15:00+00:00,12.36649,81.42569,6.84,217.0,VESSEL BG 11,Fishing
900000008,2026-09-19T11:45:00+00:00,13.49496,80.60191,12.68,152.9,VESSEL BG 8,Container
900000006,2026-09-19T14:00:00+00:00,13.46062,80.19888,8.05,265.1,VESSEL BG 6,Tanker
222222222,2026-09-19T07:35:00+00:00,12.50345,80.62282,11.81,194.6,VESSEL CLOSE WRONGTIME,Cargo
900000008,2026-09-19T13:05:00+00:00,13.28844,80.80137,13.83,127.9,VESSEL BG 8,Container
900000007,2026-09-19T16:50:00+00:00,13.04565,81.1912,10.28,331.9,VESSEL BG 7,Cargo
900000012,2026-09-19T14:05:00+00:00,13.94539,79.69271,12.21,291.0,VESSEL BG 12,Tanker
900000010,2026-09-19T14:35:00+00:00,12.90591,79.97933,15.2,128.8,VESSEL BG 10,Cargo
444444444,2026-09-19T15:15:00+00:00,12.09734,81.17326,12.98,144.6,VESSEL ERRATIC,Fishing
222222222,2026-09-19T08:25:00+00:00,12.33787,80.60625,11.52,183.7,VESSEL CLOSE WRONGTIME,Cargo
111111111,2026-09-19T15:05:00+00:00,12.58233,80.43362,9.02,28.8,VESSEL STRONG,Tanker
222222222,2026-09-19T08:05:00+00:00,12.40435,80.61042,12.53,184.9,VESSEL CLOSE WRONGTIME,Cargo
333333333,2026-09-19T17:10:00+00:00,13.05314,80.98614,8.74,136.3,VESSEL FARTIME,Cargo
900000008,2026-09-19T12:05:00+00:00,13.43185,80.63792,13.36,144.3,VESSEL BG 8,Container
111111111,2026-09-19T17:50:00+00:00,12.97441,80.67317,10.37,37.7,VESSEL STRONG,Tanker
900000010,2026-09-19T14:55:00+00:00,12.85363,80.04602,14.92,127.7,VESSEL BG 10,Cargo
444444444,2026-09-19T14:05:00+00:00,12.11928,81.08294,5.61,61.1,VESSEL ERRATIC,Fishing
222222222,2026-09-19T08:20:00+00:00,12.35446,80.60807,12.49,186.1,VESSEL CLOSE WRONGTIME,Cargo
900000010,2026-09-19T15:00:00+00:00,12.84088,80.06294,15.26,124.0,VESSEL BG 10,Cargo
900000010,2026-09-19T13:05:00+00:00,13.01656,79.61707,14.25,105.6,VESSEL BG 10,Cargo
111111111,2026-09-19T16:05:00+00:00,12.73329,80.50602,10.37,25.7,VESSEL STRONG,Tanker
900000013,2026-09-19T10:10:00+00:00,12.67869,80.2637,10.17,50.9,VESSEL BG 13,Cargo
333333333,2026-09-19T17:50:00+00:00,12.99648,81.07,8.72,123.8,VESSEL FARTIME,Cargo
900000011,2026-09-19T16:35:00+00:00,12.33618,81.4007,6.76,222.3,VESSEL BG 11,Fishing
900000006,2026-09-19T14:25:00+00:00,13.45684,80.14184,7.83,270.7,VESSEL BG 6,Tanker
900000014,2026-09-19T09:00:00+00:00,13.38054,81.0744,8.3,275.0,VESSEL BG 14,Container
900000015,2026-09-19T13:15:00+00:00,11.76789,80.85615,11.74,164.4,VESSEL BG 15,Cargo
900000005,2026-09-19T17:20:00+00:00,12.33068,79.89277,13.91,293.9,VESSEL BG 5,Cargo
900000012,2026-09-19T13:50:00+00:00,13.93303,79.74254,12.68,290.4,VESSEL BG 12,Tanker
900000015,2026-09-19T12:30:00+00:00,11.87947,80.77577,11.06,139.3,VESSEL BG 15,Cargo
900000013,2026-09-19T10:30:00+00:00,12.72391,80.29508,10.0,19.4,VESSEL BG 13,Cargo
900000010,2026-09-19T13:15:00+00:00,13.00695,79.6587,14.44,104.9,VESSEL BG 10,Cargo
222222222,2026-09-19T08:30:00+00:00,12.32122,80.60516,11.59,180.0,VESSEL CLOSE WRONGTIME,Cargo
222222222,2026-09-19T08:10:00+00:00,12.38773,80.60896,11.48,185.7,VESSEL CLOSE WRONGTIME,Cargo
900000007,2026-09-19T15:30:00+00:00,12.83358,81.31317,11.67,328.7,VESSEL BG 7,Cargo
900000007,2026-09-19T16:45:00+00:00,13.03252,81.19925,10.67,329.2,VESSEL BG 7,Cargo
111111111,2026-09-19T16:15:00+00:00,12.75805,80.51897,10.44,29.0,VESSEL STRONG,Tanker
900000007,2026-09-19T16:35:00+00:00,13.00736,81.2171,11.17,325.2,VESSEL BG 7,Cargo
900000007,2026-09-19T15:05:00+00:00,12.76428,81.34624,11.22,337.3,VESSEL BG 7,Cargo
222222222,2026-09-19T08:50:00+00:00,12.25464,80.60121,12.09,176.7,VESSEL CLOSE WRONGTIME,Cargo
222222222,2026-09-19T08:00:00+00:00,12.42088,80.61279,11.79,188.0,VESSEL CLOSE WRONGTIME,Cargo
900000014,2026-09-19T10:20:00+00:00,13.41987,80.87354,8.75,278.6,VESSEL BG 14,Container
900000009,2026-09-19T10:10:00+00:00,12.16094,79.80297,9.52,18.7,VESSEL BG 9,Fishing
900000010,2026-09-19T14:00:00+00:00,12.97074,79.84678,14.54,103.9,VESSEL BG 10,Cargo
111111111,2026-09-19T16:45:00+00:00,12.82996,80.56226,10.36,34.2,VESSEL STRONG,Tanker
900000013,2026-09-19T10:00:00+00:00,12.65982,80.2428,10.11,45.0,VESSEL BG 13,Cargo
900000006,2026-09-19T13:55:00+00:00,13.46179,80.21025,9.3,264.0,VESSEL BG 6,Tanker
900000011,2026-09-19T16:50:00+00:00,12.31562,81.37954,6.94,223.8,VESSEL BG 11,Fishing
900000007,2026-09-19T16:55:00+00:00,13.05915,81.18381,10.55,331.6,VESSEL BG 7,Cargo
900000012,2026-09-19T12:45:00+00:00,13.84145,79.94387,11.99,300.5,VESSEL BG 12,Tanker
900000014,2026-09-19T10:15:00+00:00,13.41929,80.88639,9.52,272.6,VESSEL BG 14,Container
900000010,2026-09-19T14:25:00+00:00,12.93108,79.9452,15.68,126.5,VESSEL BG 10,Cargo
900000012,2026-09-19T14:00:00+00:00,13.94203,79.70955,11.92,281.6,VESSEL BG 12,Tanker
900000006,2026-09-19T13:00:00+00:00,13.47063,80.3352,8.53,260.0,VESSEL BG 6,
900000005,2026-09-19T17:00:00+00:00,12.29946,79.9656,14.14,300.0,VESSEL BG 5,Cargo
900000006,2026-09-19T13:10:00+00:00,13.46645,80.31273,8.98,257.7,VESSEL BG 6,Tanker
900000015,2026-09-19T12:20:00+00:00,11.90048,80.75315,10.71,129.9,VESSEL BG 15,Cargo
444444444,2026-09-19T14:45:00+00:00,12.10635,81.14315,5.05,172.5,VESSEL ERRATIC,Fishing
333333333,2026-09-19T17:45:00+00:00,13.00367,81.05949,8.88,125.1,VESSEL FARTIME,Cargo
900000014,2026-09-19T09:10:00+00:00,13.38308,81.04881,9.44,275.1,VESSEL BG 14,Container
900000008,2026-09-19T12:50:00+00:00,13.31944,80.75587,13.09,129.0,VESSEL BG 8,Container
444444444,2026-09-19T16:35:00+00:00,12.00216,81.23972,5.39,98.4,VESSEL ERRATIC,Fishing
222222222,2026-09-19T08:45:00+00:00,12.27131,80.60207,11.77,182.9,VESSEL CLOSE WRONGTIME,Cargo
111111111,2026-09-19T16:40:00+00:00,12.81836,80.55441,9.83,33.4,VESSEL STRONG,Tanker
900000007,2026-09-19T16:40:00+00:00,13.01992,81.20814,11.45,325.5,VESSEL BG 7,Cargo
333333333,2026-09-19T16:25:00+00:00,13.14553,80.92048,9.24,149.2,VESSEL FARTIME,Cargo
444444444,2026-09-19T15:20:00+00:00,12.09054,81.1782,4.81,162.1,VESSEL ERRATIC,Fishing
900000011,2026-09-19T16:20:00+00:00,12.35872,81.41969,6.71,218.1,VESSEL BG 11,Fishing
900000014,2026-09-19T10:40:00+00:00,13.4317,80.82368,8.62,292.8,VESSEL BG 14,Container
444444444,2026-09-19T15:00:00+00:00,12.08699,81.15238,4.69,47.9,VESSEL ERRATIC,Fishing
